Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-06-26,188.44627380371094,191.8633179050225,187.05450219787085,191.70973926885765,54675800
2020-06-29,190.47154235839844,190.55792484717963,185.7779034024476,187.91835250772525,26701600
2020-06-30,195.33795166015625,196.19221269128647,189.7996593627015,189.93403700874228,34310300
2020-07-01,196.4801483154297,198.06390038374025,193.66781121683078,194.98279337525491,32061200
2020-07-02,197.97750854492188,199.6668441295867,196.7681098254072,197.42079701325403,29315800
2020-07-06,202.23922729492188,202.6519680337817,199.73403263748466,200.44432281925558,31897600
2020-07-07,199.88763427734375,206.04983473859397,199.63807995851283,201.99928942933178,33600700
2020-07-08,204.28370666503906,204.69643276987244,200.30995102141637,201.63454111797887,33600000
2020-07-09,205.7139129638672,207.69119060474213,202.97834984568297,207.6431954429014,33121700
2020-07-10,205.08998107910156,205.48352085550894,202.60398723586235,205.04198592289438,26177600
2020-07-13,198.75503540039062,207.1344749546449,198.2079169288768,205.86747300760248,38135600
2020-07-14,199.9835968017578,200.46351902624386,193.91737285414357,197.85274095335467,37591800
2020-07-15,199.68605041503906,202.84394713378967,196.7969236401965,201.1450182076608,32179400
2020-07-16,195.7314910888672,197.4400131481872,194.18614083902548,197.15205686543402,29940700
2020-07-17,194.7332763671875,196.80652956400527,193.30310264624077,196.2594257601162,31635300
2020-07-20,203.1031036376953,203.77499186370676,194.85802818757483,196.76812403001048,36884800
2020-07-21,200.3675537109375,205.34914936573205,199.67646444980613,205.08039405818826,37990400
2020-07-22,203.24708557128906,203.7750030084796,200.02200726398468,200.79947901418083,49605700
2020-07-23,194.40689086914062,202.45039214661074,194.03255211484185,198.87017640461835,67457000
2020-07-24,193.21670532226562,194.71406043410218,189.5788863799343,192.37203745566444,39827000
2020-07-27,195.664306640625,195.77948329356477,192.7943663210033,193.37987205022162,30160900
2020-07-28,193.90780639648438,196.48018284400942,193.6390510854315,195.43395576554883,23251400
2020-07-29,195.86587524414062,196.43218000986818,193.89819100034165,194.3685200993384,19632600
2020-07-30,195.7122802734375,196.24980547575794,191.55616663450482,192.92873718736882,25079600
2020-07-31,196.77774047851562,196.86413762541622,191.01867275251885,196.1922346738633,51044000
2020-08-03,207.8447265625,208.90056139620748,201.98968375994193,203.02631760229153,78983000
2020-08-04,204.7252655029297,206.14584617553913,201.86493245533285,205.56993350869016,49280100
2020-08-05,204.38929748535156,206.36657488271786,203.07431516004908,206.27058457085792,28806400
2020-08-06,207.66236877441406,207.6815551197409,203.05511212670442,203.81338285693832,32656800
2020-08-07,203.94776916503906,207.03846983746,202.46000715938482,206.22261074447047,27820400
2020-08-10,199.88763427734375,203.3718747980669,198.0639354292782,203.17030099150136,36716500
2020-08-11,195.2131805419922,199.3117060421688,194.98281258770336,198.8413916071683,36446500
2020-08-12,200.7899169921875,201.83614420980106,196.52820414142744,197.04651383994812,28013100
2020-08-13,200.31956481933594,202.8631617935289,199.79164736083806,201.0298550949573,22588900
2020-08-14,200.51150512695312,201.1738001585949,199.17732189149518,200.3771274861899,17958900
2020-08-17,201.8361358642578,202.7095980282711,200.53074652832532,201.18344851932522,20184800
2020-08-18,202.9975128173828,203.83257282194666,200.8090685911667,202.07605567926134,21336200
2020-08-19,201.7659454345703,204.07514964683784,201.3329742327292,203.48822856121845,27627600
2020-08-20,206.46133422851562,206.8654417016913,201.00586131843818,201.6120151874665,26981500
2020-08-21,204.96035766601562,208.06814597837223,204.79679140552005,205.7685726054539,36249300
2020-08-24,205.60499572753906,207.36575904990627,204.39265869951632,206.66336818458626,25460100
2020-08-25,208.27984619140625,208.4145486960417,205.03735503459245,205.03735503459245,23043700
2020-08-26,212.7827606201172,213.68719797029723,209.13616212854078,209.63649198466678,39600800
2020-08-27,218.00729370117188,222.40437903248466,211.09894307040548,214.45690337766257,57602200
2020-08-28,220.24913024902344,221.91367110887785,218.00728468282475,219.54673943062858,26292900
2020-08-31,216.9970245361328,220.04708516739845,215.8231823144508,218.41140795600424,28774200
2020-09-01,218.6711883544922,218.84437096358388,215.93862928769175,216.97776898664924,25725500
2020-09-02,222.8854522705078,224.04967804549815,218.74815570566622,219.34469313601724,34080800
2020-09-03,209.07839965820312,220.63399282952477,206.8269377039403,220.59551270000665,58400300
2020-09-04,206.14378356933594,210.09828100826311,197.4265738803863,206.96162942341172,59664100
2020-09-08,194.99234008789062,202.08349062755386,194.5497377787411,198.68704974112163,52924300
2020-09-09,203.29580688476562,206.71149507532343,198.87947369928466,199.74543088248743,45679000
2020-09-10,197.59979248046875,206.61528719660927,196.38747004293234,205.32597512707235,35461500
2020-09-11,196.3105010986328,200.7364654599557,193.62606751857373,199.36056203452765,33620100
2020-09-14,197.63824462890625,201.28484219899724,196.31045271149296,196.5125137481953,30375800
2020-09-15,200.88076782226562,201.8429326320979,199.10075705148796,200.5343879034672,21823900
2020-09-16,197.29188537597656,202.67999917944445,196.89739430401985,202.6511354113958,26328100
2020-09-17,195.2328643798828,196.5991366431224,192.39448113744643,192.4810724464651,34011300
2020-09-18,192.80821228027344,195.9448643827786,188.824850417951,195.12703307520093,55225300
2020-09-21,194.87684631347656,195.0404272442857,188.94992248036098,189.72927359605578,39839700
2020-09-22,199.57220458984375,200.226484234231,194.43424850526944,197.30149526191477,33517100
2020-09-23,193.0006561279297,200.22652401144683,192.4618461263752,200.03407928391616,30803800
2020-09-24,195.50222778320312,197.79218423349118,191.66318573680257,192.28860153683476,31202500
2020-09-25,199.95709228515625,201.13091981366975,194.87684872307534,195.84864455021585,29437300
2020-09-28,201.51577758789062,204.52735780399723,200.18798560071832,202.9012971081629,32004900
2020-09-29,199.41827392578125,202.12196938367782,198.98530269607602,201.42920954356148,24221900
2020-09-30,202.3721466064453,203.95971283005656,198.72553338809576,199.8705119762086,33829100
2020-10-01,204.42153930664062,205.8936502720816,203.32467202491068,205.41256787340234,27158400
2020-10-02,198.3887481689453,203.00714181252636,197.76333228511893,200.1302639824499,33154800
2020-10-05,202.4202423095703,202.4491060800491,199.14887306776157,199.37979791306213,21331600
2020-10-06,198.11936950683594,202.2278028813406,197.0706133347851,200.9192727681935,28554300
2020-10-07,201.89105224609375,202.16045722958788,198.89871897520425,199.2258515006656,25681100
2020-10-08,202.6126708984375,203.19959202978103,200.4381836761741,202.54531231348605,19925800
2020-10-09,207.644775390625,207.69288656512367,203.23805900928684,203.23805900928684,26458000
2020-10-12,213.02325439453125,215.39018596845622,208.60692203449696,210.51200399111545,40461400
2020-10-13,214.42803955078125,216.6891326151677,212.0899715436211,214.29333707129456,28950800
2020-10-14,212.5037384033203,215.736613024184,210.8391972527821,214.56277068270265,23421700
2020-10-15,211.34910583496094,212.02261820240022,207.83719579947217,208.88596650177243,22733100
2020-10-16,211.34910583496094,213.87958906415912,211.02197335384307,211.82055715143417,26057900
2020-10-19,206.11497497558594,213.88926946592494,205.63389250475905,212.08039467754486,27625800
2020-10-20,206.52870178222656,209.14579163515614,205.02772680099648,207.63520028970305,22753500
2020-10-21,206.6730194091797,208.71280425916538,205.0565747744682,205.0565747744682,22724900
2020-10-22,206.75958251953125,207.8853135151422,203.69027461830365,205.83589789977742,22351500
2020-10-23,208.04888916015625,208.0970003361188,205.0950508788664,206.894294344403,18879600
2020-10-26,202.13156127929688,208.15470699634687,200.22647929031413,205.7589262972912,37111600
2020-10-27,205.18162536621094,206.54789749901863,202.37210616165964,203.5844284165956,36700300
2020-10-28,195.01156616210938,200.938505204553,194.45352346476508,199.81277408368302,51195600
2020-10-29,196.974365234375,199.51447954120584,195.67543697276443,196.34896403076615,31432600
2020-10-30,194.80950927734375,196.56064158838936,192.06733371002053,195.80053785215156,36953700
2020-11-02,194.67478942871094,197.51317241451213,192.54839893909204,196.5606240570228,30842200
2020-11-03,198.6196746826172,200.24573556056401,195.43491151052956,196.17578252504643,27512000
2020-11-04,208.2028350830078,210.05982073319336,204.38303975159317,205.9225092642402,42311800
2020-11-05,214.841796875,215.64039551423602,212.78276454929107,213.6390907342478,36080100
2020-11-06,215.25555419921875,215.87133920974193,209.78083301990173,213.85078684443036,25231900
2020-11-09,210.127197265625,219.48905786981163,209.63649843948005,215.94829799490412,44395000
2020-11-10,203.02639770507812,208.30868796466146,201.78521152070147,206.3843582836946,44045100
2020-11-11,208.35678100585938,209.7903970972447,204.1713584415026,204.35417209431608,29440800
2020-11-12,207.28880310058594,210.81994643144864,206.34588563352682,208.99183904081778,21593900
2020-11-13,208.31826782226562,209.19384119722386,206.0571896522407,208.1739489940715,18621100
2020-11-16,209.0110321044922,209.50174549395592,206.40357400864679,206.7403228422433,24953300
2020-11-17,206.34585571289062,209.44401265541623,205.98022841519293,207.92380529244616,24154100
2020-11-18,203.62542724609375,207.57097985417323,203.48071586619795,206.10465658000786,28372800
2020-11-19,204.9181365966797,205.50659431946275,202.51606857025564,203.91487189418262,24792700
2020-11-20,202.9598388671875,205.75741620286792,202.58361274659725,204.7059143171039,22843100
2020-11-23,202.689697265625,204.79270071244719,200.80856695312227,203.50002805871765,25683500
2020-11-24,206.30728149414062,206.68350759361277,201.48386241377628,202.18807747793556,33979700
2020-11-25,206.31690979003906,207.68675895454567,204.95671688381378,207.51312294435323,21012900
2020-11-27,207.62887573242188,208.63215505789094,206.48089973496474,207.26230592341696,14512200
2020-11-30,206.50987243652344,207.17549190767758,203.39393309923483,206.53881177353418,33064800
2020-12-01,208.5742645263672,209.64506399789343,205.81526861810434,206.93429049761355,30904500
2020-12-02,207.7639617919922,207.86043606761484,205.28473188349392,207.2912761132014,23724500
2020-12-03,206.67385864257812,208.73828134614044,206.10468402437849,207.03078693135419,25120900
2020-12-04,206.78961181640625,207.77359337524513,205.651277322866,206.65455667851904,24666000
2020-12-07,206.7220916748047,207.92794646359303,205.46801447039047,206.79926814767597,24620000
2020-12-08,208.38134765625,209.28815280657466,205.3715388338167,206.41339913079136,23284100
2020-12-09,204.320068359375,207.6289273201396,203.7509083482671,207.56140709640422,32440600
2020-12-10,203.08523559570312,205.55482374295858,202.93088265652304,204.29109033322288,26733300
2020-12-11,205.72848510742188,205.7863785066773,201.72505277355577,202.63185800308318,30979400
2020-12-14,206.63526916503906,208.57429304394526,205.36189419014732,205.57412580594706,28798400
2020-12-15,206.5677490234375,207.812184662047,204.74449721064735,207.57101370945622,27000600
2020-12-16,211.53582763671875,212.33651682519718,207.1368725886142,207.16581192025404,35023300
2020-12-17,211.67091369628906,213.08900003353037,210.22388802317806,212.1050184542411,32515800
2020-12-18,210.87025451660156,211.93141271644708,208.3910244968293,210.87025451660156,63354900
2020-12-21,214.72897338867188,216.08918114203118,209.60650453017766,209.8669732897354,37181900
2020-12-22,216.0312957763672,217.6616137780728,214.01511013682068,214.82544100823074,22612200
2020-12-23,213.2144317626953,215.664722300724,213.00220013500297,215.23061750586513,18699600
2020-12-24,214.8833465576172,215.71297533065393,213.38808351413238,213.600315157461,10550600
2020-12-28,217.01528930664062,218.04749339049977,215.14380024853057,216.52329111348135,17933500
2020-12-29,216.23387145996094,219.15686224473382,215.68400933921407,218.3175920352169,17403200
2020-12-30,213.85104370117188,217.66155552458864,213.64846839748867,217.27567327011582,20272300
2020-12-31,214.56497192382812,215.12449030176415,211.9217329770077,213.87039840086666,20942100
2021-01-04,210.00204467773438,215.12451393232777,207.223750280704,214.67111131281493,37130100
2021-01-05,210.20462036132812,210.80273440149716,208.08231868048907,209.5872232410857,23823000
2021-01-06,204.754150390625,208.84441527827818,204.4551007475954,204.67697391501935,35930700
2021-01-07,210.580810546875,211.59373143430213,206.1625718994566,206.48090458530808,27694500
2021-01-08,211.8638458251953,212.7899487253861,209.36531838225514,210.95704072206647,22956200
2021-01-11,209.80909729003906,211.17894660014582,209.0759281382161,210.7544833480183,23031300
2021-01-12,207.33949279785156,209.4328697056975,205.78636593059068,208.85405350778225,23249300
2021-01-13,208.69969177246094,209.1048572059806,206.3748002592561,206.46163298922275,20087100
2021-01-14,205.49696350097656,209.78016226797547,205.22685319313948,208.28489931536527,29480800
2021-01-15,205.13998413085938,206.9342964122726,204.54188494369004,205.97926896436093,31746500
2021-01-19,208.7961883544922,209.31711119042717,205.1207450034432,206.20118627495768,30480900
2021-01-20,216.41717529296875,217.81596395680273,209.61615108340143,210.01167500183746,37777300
2021-01-21,217.02490234375,218.30793348539314,214.5649558607472,216.76443361216235,30709400
2021-01-22,217.9702911376953,221.9447982112566,217.82559446264705,219.06038848941193,30172700
2021-01-25,221.4238739013672,221.66504485405198,216.30140522152732,221.02835000618649,33152100
2021-01-26,224.12501525878906,225.90967166577548,221.95447645468326,223.67161264211651,49169600
2021-01-27,224.67486572265625,231.94859029016717,222.0123435609157,229.5947593101219,69870600
2021-01-28,230.4918975830078,234.0708810247615,226.78751525444332,227.28915496140732,49111200
2021-01-29,223.76805114746094,229.6140323700672,223.17959346585073,227.6557255174755,42503100
2021-02-01,231.18650817871094,233.93586338897808,224.22148871794943,226.75861227662148,33314200
2021-02-02,231.05142211914062,233.7525398256425,230.26038902161145,232.77821444261426,25916300
2021-02-03,234.4181671142578,236.43435275542583,230.8102443459254,231.10930869338551,27158100
2021-02-04,233.46311950683594,234.64969117087412,231.88103867469155,234.09017280439656,25296100
2021-02-05,233.6464080810547,234.68826832765416,231.92927213385542,233.67534741680137,18054800
2021-02-08,233.90687561035156,235.0741347325014,232.3054970144389,234.5628535104182,22211900
2021-02-09,235.16098022460938,236.1160077909551,232.855386470844,233.32807212451993,23565000
2021-02-10,234.24453735351562,237.23504842887988,232.38268988590397,236.34754106148685,22186700
2021-02-11,235.8555908203125,236.49227105795933,233.59821912715057,236.13534269686392,15751100
2021-02-12,236.33787536621094,236.63692497119087,234.15768068749534,235.31529823447488,16561100
2021-02-16,235.0934295654297,237.43761875854926,234.34097740959032,236.37646073369578,26728500
2021-02-17,236.1183319091797,236.22469210962927,232.96622513355865,233.3336539630768,21653500
2021-02-18,235.72193908691406,235.85730529761895,232.88891240794374,233.79780614573818,16925600
2021-02-19,232.99526977539062,235.7896266830172,232.2314060034834,235.68326646492164,25262600
2021-02-22,226.74903869628906,230.05585424921347,224.70886718440133,229.56273767902795,36446900
2021-02-23,225.55006408691406,227.05843439973523,221.160304582875,222.70735938022432,30228700
2021-02-24,226.78768920898438,227.4161718858791,221.421360704042,222.39792995298183,26339700
2021-02-25,221.41172790527344,226.8263906391963,220.33846205428335,224.39946279317778,39542200
2021-02-26,224.68951416015625,227.58055228301077,221.94349121300567,223.8676385494366,37819200
2021-03-01,229.0986328125,229.61109163953674,225.4340520450375,228.09304264916807,25324000
2021-03-02,226.13021850585938,229.4467125406438,225.72411990536094,229.16630164142225,22812500
2021-03-03,220.029052734375,225.84982902079332,219.73897808151912,224.47682473467253,34029500
2021-03-04,219.22650146484375,224.79588713553701,216.83824346443632,219.23617996323304,44727800
2021-03-05,223.9353485107422,225.55007913301998,218.96545419151897,221.92418304154947,41872800
2021-03-08,219.86465454101562,225.64674565461442,219.61326440696627,223.71293453599736,35267400
2021-03-09,226.04318237304688,227.59023718245513,224.00301103562117,225.17297326388478,33080500
2021-03-10,224.7281951904297,229.15662455782697,224.3607663454474,229.15662455782697,29746800
2021-03-11,229.28233337402344,231.25481433839158,226.55565245589904,227.18414995839444,29907600
2021-03-12,227.94796752929688,228.01565799490803,225.51136158201115,226.2655466781556,22653700
2021-03-15,227.03909301757812,227.40652185294732,224.1383763269152,227.18413770439608,26034900
2021-03-16,229.8431396484375,232.11535898562002,228.13171258317612,228.46045695052544,28092200
2021-03-17,229.19529724121094,230.65533414161612,225.5113892608555,228.33475184620352,29562100
2021-03-18,223.08447265625,226.43963644067026,222.70738004305798,224.86357551060163,34833000
2021-03-19,222.7267303466797,224.77656567678991,221.75982466209032,223.37455538489735,46430700
2021-03-22,228.18006896972656,229.05994189568952,222.52366503268703,222.6493674880286,30127000
2021-03-23,229.71742248535156,233.07258592628708,229.22430596590922,229.63040452671018,31638400
2021-03-24,227.6676025390625,230.12353630883382,227.53223634315083,229.9785063681459,25620100
2021-03-25,224.6508026123047,229.0985734630601,223.9062960587603,227.51284915826838,34061900
2021-03-26,228.65386962890625,228.87626857609533,223.88703132154123,223.88703132154123,25479900
2021-03-29,227.45489501953125,228.96326550344105,224.2060913796449,228.76020882115643,25227500
2021-03-30,224.17709350585938,226.1109049149975,223.45191422743258,225.8014880077065,24792000
2021-03-31,227.9673309326172,231.187128259121,224.6991853767324,225.20198040543963,43623500
2021-04-01,234.32958984375,234.80336416913414,230.17189260393687,230.5779912058987,30338000
2021-04-05,240.8271942138672,241.6877396410895,234.66799527040416,234.72600724804468,36910600
2021-04-06,239.65724182128906,241.14627007299995,238.70967838838214,239.41551540190804,22931900
2021-04-07,241.6297149658203,242.62562660061505,239.00940892803152,239.6088857071637,22719800
2021-04-08,244.8688507080078,245.72939612824092,243.66021867094952,244.40474013684394,23625200
2021-04-09,247.38282775878906,247.51819396582258,244.08567580070337,244.50143816737415,24326800
2021-04-12,247.44081115722656,249.1425744248552,246.19349469367526,246.28052740899415,27148700
2021-04-13,249.93540954589844,250.61225524306778,248.33034277035014,248.74613458824243,23837500
2021-04-14,247.1313934326172,250.26415806660793,246.71563111541306,248.95885914085616,23070900
2021-04-15,250.9120330810547,251.32779545673958,249.20062058798516,249.39398402644244,25627500
2021-04-16,252.11099243164062,252.36239736570812,249.07492376131896,250.88303276835194,24878600
2021-04-19,250.17715454101562,252.82649604592189,249.28761788114033,251.57917951472078,23209300
2021-04-20,249.7130584716797,251.58885776219208,248.34003948808945,249.2876176321232,19722900
2021-04-21,251.95626831054688,252.05296477976358,248.73648538972924,250.37055834434713,24030400
2021-04-22,248.6591339111328,253.11655470286385,247.17975472336747,251.59850578156508,25606200
2021-04-23,252.50735473632812,252.85545604555438,248.7557568338929,249.3455845078883,21462600
2021-04-26,252.89414978027344,253.7547099344064,251.5598448286297,253.00052474103498,19763300
2021-04-27,253.30026245117188,254.479888469246,251.5114811808997,252.92315510167123,31014200
2021-04-28,246.13548278808594,248.04996646470292,244.5787642096817,247.60516865114695,46903100
2021-04-29,244.15330505371094,247.62450704800176,240.75947202449527,247.0056881116654,40589000
2021-04-30,243.834228515625,244.70445234149068,241.33962524137613,241.47499142489204,30945100
2021-05-03,243.5248260498047,245.9324261177645,242.8093106501304,245.01385406622066,19626600
2021-05-04,239.5895233154297,242.8963533290899,237.62670619996604,242.6642906822587,32756100
2021-05-05,238.313232421875,241.24295530803658,237.6847496622755,240.8175144691284,21901300
2021-05-06,241.46533203125,241.5910344808198,236.5921342853169,238.2938828346981,26491100
2021-05-07,244.10498046875,245.88408313126567,242.8576640531263,243.80522735649544,27032900
2021-05-10,238.99974060058594,243.39916442664116,238.94172861998285,242.567624945774,29299900
2021-05-11,238.08119201660156,238.43895716666268,234.54232828371323,236.45679748397222,33641600
2021-05-12,231.09042358398438,236.29238009968748,230.19120851546433,234.15551236901376,36684400
2021-05-13,234.987060546875,237.47201495470736,233.4303419820662,233.79777082152674,29624300
2021-05-14,239.93763732910156,240.93354899396118,237.36567944671805,237.45269741654624,23901100
2021-05-17,237.06593322753906,238.42927380995854,235.46088097313097,238.3906040735072,24970200
2021-05-18,235.03541564941406,238.2552130765147,234.86136496896637,238.11984688230368,20168000
2021-05-19,235.6168975830078,235.7235033869886,231.23640313623346,231.92448304457386,25739800
2021-05-20,238.87319946289062,240.29783391960277,236.33406189770037,236.43098164099266,21800700
2021-05-21,237.60360717773438,240.66608739317513,237.18688485612623,239.92954769578913,21863100
2021-05-24,243.04051208496094,243.40878938683147,239.87142556782467,240.14278312039954,21411500
2021-05-25,243.95150756835938,244.94971888960728,243.07928896520917,243.99996744361832,17704300
2021-05-26,243.7285614013672,245.13380877705683,243.0113938386869,243.67040068990008,17771600
2021-05-27,241.61590576171875,243.71893443375492,241.55775982050068,243.41850387887536,24426200
2021-05-28,241.97442626953125,244.30036689523058,241.85813441400282,243.25369583184727,18270200
2021-06-01,239.7648162841797,243.53476378625956,239.3384078419396,243.4766178526758,23213300
2021-06-02,239.6679229736328,241.57712675444566,238.25297444018346,240.4723095990206,19406700
2021-06-03,238.1269989013672,238.73754602768915,235.5006273733763,237.65211576944728,25307700
2021-06-04,243.05018615722656,243.8836456812786,239.87141373709244,240.11369831050433,25281100
2021-06-07,245.97698974609375,246.24834728727228,242.10043654311272,242.2651882796942,23079200
2021-06-08,244.77525329589844,248.1090912201015,244.7170925794638,247.28531779785183,22455000
2021-06-09,245.76376342773438,247.64389398471312,245.3955009512483,245.97697502416761,17937600
2021-06-10,249.30113220214844,249.51434381577496,245.84131608625833,246.44217711309096,24563600
2021-06-11,249.9310760498047,250.51253533585495,248.69055070422525,250.02796621364502,18999700
